"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2023","4.0875","3.9730","4.2605","3.9590","","2.88%"
"08/16/2023","3.9730","3.9065","4.2140","3.9065","","1.70%"
"08/15/2023","3.9065","3.9300","4.1360","3.8365","","-0.22%"
"08/14/2023","3.9150","3.8605","4.0175","3.7625","","1.41%"
"08/11/2023","3.8605","3.9670","4.0285","3.8515","","-2.68%"
"08/10/2023","3.9670","3.9855","4.0610","3.9305","","-0.20%"
"08/09/2023","3.9750","3.9760","4.0695","3.9160","","-0.03%"
"08/08/2023","3.9760","4.0325","4.1170","3.9380","","-1.54%"
"08/07/2023","4.0380","4.0295","4.0930","3.9605","","0.21%"
"08/04/2023","4.0295","4.0725","4.2505","3.9410","","-1.58%"
"08/03/2023","4.0940","4.1025","4.1900","3.9585","","-0.21%"
"08/02/2023","4.1025","4.1790","4.2445","4.0755","","-1.57%"
"08/01/2023","4.1680","4.2090","4.2955","4.1565","","-0.71%"
"07/31/2023","4.1980","4.1955","4.3055","4.1545","","0.06%"
"07/28/2023","4.1955","4.2600","4.3525","4.1635","","-1.26%"
"07/27/2023","4.2490","4.2935","4.3830","4.2300","","-0.77%"
"07/26/2023","4.2820","4.2855","4.3730","4.2595","","-0.08%"
"07/25/2023","4.2855","4.2795","4.3590","4.2430","","0.41%"
"07/24/2023","4.2680","4.2710","4.3700","4.2000","","-0.07%"
"07/21/2023","4.2710","4.2730","4.3580","4.2195","","-0.06%"
"07/20/2023","4.2735","4.2290","4.3405","4.1895","","1.48%"
"07/19/2023","4.2110","4.2455","4.3570","4.1925","","-0.80%"
"07/18/2023","4.2450","4.2740","4.3555","4.2020","","-0.69%"
"07/17/2023","4.2745","4.2770","4.3590","4.2320","","0.20%"
"07/14/2023","4.2660","4.3295","4.3710","4.2420","","-0.95%"
"07/13/2023","4.3070","4.2680","4.3705","4.2105","","1.17%"
"07/12/2023","4.2570","4.2780","4.3580","4.2240","","-0.50%"
"07/11/2023","4.2785","4.2490","4.3610","4.2285","","0.68%"
"07/10/2023","4.2495","4.2320","4.3135","4.0655","","0.72%"
"07/07/2023","4.2190","4.2330","4.3230","4.1660","","-0.07%"
"07/06/2023","4.2220","4.2540","4.3385","4.0495","","-0.76%"
"07/05/2023","4.2545","4.2525","4.3680","4.2215","","0.32%"
"07/04/2023","4.2410","4.3575","4.4280","4.2160","","-1.65%"
"07/03/2023","4.3120","4.3905","4.4060","4.2735","","-1.79%"
"06/30/2023","4.3905","4.4475","4.4580","4.2775","","-1.03%"
"06/29/2023","4.4360","4.4945","4.6075","4.3775","","-1.05%"
"06/28/2023","4.4830","4.5305","4.6000","4.4240","","-0.64%"
"06/27/2023","4.5120","4.5795","4.6075","4.4910","","-1.20%"
"06/26/2023","4.5670","4.6275","4.6375","4.4375","","-1.04%"
"06/23/2023","4.6150","4.7680","4.7680","4.4885","","-2.94%"
"06/22/2023","4.7550","4.6165","4.7845","4.5610","","2.99%"
"06/21/2023","4.6170","4.6165","4.6630","4.5185","","0.00%"
"06/20/2023","4.6170","4.6150","4.6630","4.5245","","0.48%"
"06/19/2023","4.5950","4.6300","4.6705","4.5440","","-0.76%"
