"Date","Price","Open","High","Low","Vol.","Change %"
"07/28/2023","1.6561","1.6362","1.6581","1.6350","","1.30%"
"07/27/2023","1.6348","1.6397","1.6411","1.6275","","-0.29%"
"07/26/2023","1.6395","1.6273","1.6445","1.6270","","0.79%"
"07/25/2023","1.6266","1.6417","1.6455","1.6257","","-0.88%"
"07/24/2023","1.6410","1.6523","1.6566","1.6399","","-0.71%"
"07/21/2023","1.6527","1.6416","1.6542","1.6408","","0.69%"
"07/20/2023","1.6413","1.6531","1.6561","1.6378","","-0.68%"
"07/19/2023","1.6526","1.6476","1.6606","1.6464","","0.34%"
"07/18/2023","1.6470","1.6485","1.6547","1.6451","","-0.08%"
"07/17/2023","1.6484","1.6415","1.6526","1.6386","","0.44%"
"07/14/2023","1.6411","1.6300","1.6437","1.6281","","0.76%"
"07/13/2023","1.6288","1.6396","1.6416","1.6227","","-0.62%"
"07/12/2023","1.6389","1.6463","1.6503","1.6349","","-0.41%"
"07/11/2023","1.6456","1.6488","1.6526","1.6445","","-0.12%"
"07/10/2023","1.6475","1.6412","1.6530","1.6375","","0.51%"
"07/07/2023","1.6391","1.6431","1.6470","1.6362","","-0.23%"
"07/06/2023","1.6428","1.6311","1.6445","1.6245","","0.77%"
"07/05/2023","1.6302","1.6264","1.6356","1.6243","","0.31%"
"07/04/2023","1.6251","1.6358","1.6415","1.6249","","-0.60%"
"07/03/2023","1.6349","1.6368","1.6437","1.6312","","-0.08%"
"06/30/2023","1.6362","1.6420","1.6466","1.6361","","-0.31%"
"06/29/2023","1.6413","1.6533","1.6546","1.6398","","-0.72%"
"06/28/2023","1.6532","1.6396","1.6559","1.6379","","0.86%"
"06/27/2023","1.6391","1.6355","1.6422","1.6253","","0.29%"
"06/26/2023","1.6343","1.6313","1.6370","1.6290","","0.25%"
"06/23/2023","1.6303","1.6216","1.6342","1.6185","","0.58%"
"06/22/2023","1.6209","1.6168","1.6263","1.6145","","0.30%"
"06/21/2023","1.6160","1.6093","1.6191","1.6055","","0.45%"
"06/20/2023","1.6087","1.5943","1.6149","1.5931","","0.91%"
"06/19/2023","1.5942","1.5891","1.6005","1.5874","","0.19%"
"06/16/2023","1.5911","1.5894","1.5961","1.5873","","0.14%"
"06/15/2023","1.5889","1.5937","1.5994","1.5845","","-0.28%"
"06/14/2023","1.5933","1.5949","1.6000","1.5871","","-0.06%"
